2015181N.CHAN-HOM.2015.07.07.0600.HIMARAWI-8-9.ir_resize.png,548,179,611,242,Typhoon (TY)
2015185N.CHAN-HOM.2015.07.07.1200.HIMARAWI-8-9.ir_resize.png,537,174,599,237,Typhoon (TY)
2015191N.CHAN-HOM.2015.07.07.1800.HIMARAWI-8-9.ir_resize.png,523,167,586,229,Typhoon (TY)
2015196N.CHAN-HOM.2015.07.08.0000.HIMARAWI-8-9.ir_resize.png,512,161,574,223,Typhoon (TY)
2015204N.CHAN-HOM.2015.07.08.0600.HIMARAWI-8-9.ir_resize.png,501,151,563,213,Typhoon (TY)
2015210N.CHAN-HOM.2015.07.08.1200.HIMARAWI-8-9.ir_resize.png,489,143,552,206,Typhoon (TY)
2015217N.CHAN-HOM.2015.07.08.1800.HIMARAWI-8-9.ir_resize.png,476,134,538,197,Typhoon (TY)
2015225N.CHAN-HOM.2015.07.09.0000.HIMARAWI-8-9.ir_resize.png,463,124,526,187,Typhoon (TY)
2015233N.CHAN-HOM.2015.07.09.0600.HIMARAWI-8-9.ir_resize.png,452,114,514,177,Typhoon (TY)
2015242N.CHAN-HOM.2015.07.09.1200.HIMARAWI-8-9.ir_resize.png,438,103,501,166,Typhoon (TY)
2015251N.CHAN-HOM.2015.07.09.1800.HIMARAWI-8-9.ir_resize.png,424,92,487,154,Typhoon (TY)
2015257N.CHAN-HOM.2015.07.10.0000.HIMARAWI-8-9.ir_resize.png,412,84,474,147,Typhoon (TY)
2015265N.CHAN-HOM.2015.07.10.0600.HIMARAWI-8-9.ir_resize.png,402,74,464,137,Typhoon (TY)
2015273N.CHAN-HOM.2015.07.10.1200.HIMARAWI-8-9.ir_resize.png,393,64,456,127,Typhoon (TY)
2015278N.CHAN-HOM.2015.07.10.1800.HIMARAWI-8-9.ir_resize.png,384,58,447,121,Typhoon (TY)
2015287N.CHAN-HOM.2015.07.11.0000.HIMARAWI-8-9.ir_resize.png,379,47,442,109,Typhoon (TY)
2015295N.CHAN-HOM.2015.07.11.0600.HIMARAWI-8-9.ir_resize.png,374,37,437,99,Typhoon (TY)
2015303N.CHAN-HOM.2015.07.11.1200.HIMARAWI-8-9.ir_resize.png,379,27,442,89,Typhoon (TY)
2015318N.CHAN-HOM.2015.07.11.1800.HIMARAWI-8-9.ir_resize.png,383,8,446,71,Severe Tropical Storm (STS)
2015202N.LINFA.2015.07.07.0000.HIMARAWI-8-9.ir_resize.png,329,153,392,216,Tropical Storm (TS)
2015205N.LINFA.2015.07.07.0600.HIMARAWI-8-9.ir_resize.png,329,149,392,212,Tropical Storm (TS)
2015208N.LINFA.2015.07.07.1200.HIMARAWI-8-9.ir_resize.png,327,146,389,208,Tropical Storm (TS)
2015211N.LINFA.2015.07.07.1800.HIMARAWI-8-9.ir_resize.png,327,142,389,204,Tropical Storm (TS)
2015215N.LINFA.2015.07.08.0000.HIMARAWI-8-9.ir_resize.png,327,137,389,199,Severe Tropical Storm (STS)
2015218N.LINFA.2015.07.08.0600.HIMARAWI-8-9.ir_resize.png,327,133,389,196,Severe Tropical Storm (STS)
2015222N.LINFA.2015.07.08.1200.HIMARAWI-8-9.ir_resize.png,323,128,386,191,Severe Tropical Storm (STS)
2015225N.LINFA.2015.07.08.1800.HIMARAWI-8-9.ir_resize.png,314,124,377,187,Severe Tropical Storm (STS)
2015227N.LINFA.2015.07.09.0000.HIMARAWI-8-9.ir_resize.png,304,122,367,184,Severe Tropical Storm (STS)
2015229N.LINFA.2015.07.09.0600.HIMARAWI-8-9.ir_resize.png,288,119,351,182,Severe Tropical Storm (STS)
2015229N.LINFA.2015.07.09.1200.HIMARAWI-8-9.ir_resize.png,273,119,336,182,Tropical Storm (TS)
2015223N.LINFA.2015.07.09.1800.HIMARAWI-8-9.ir_resize.png,256,127,318,189,Tropical Storm (TS)
2015214N.LINFA.2015.07.10.0000.HIMARAWI-8-9.ir_resize.png,233,138,296,201,Tropical Depression (TD)
2015190N.NANGKA.2015.07.12.1800.HIMARAWI-8-9.ir_resize.png,558,168,621,231,Typhoon (TY)
2015196N.NANGKA.2015.07.13.0000.HIMARAWI-8-9.ir_resize.png,558,161,621,223,Typhoon (TY)
2015205N.NANGKA.2015.07.13.0600.HIMARAWI-8-9.ir_resize.png,557,149,619,212,Typhoon (TY)
2015213N.NANGKA.2015.07.13.1200.HIMARAWI-8-9.ir_resize.png,554,139,617,202,Typhoon (TY)
2015222N.NANGKA.2015.07.13.1800.HIMARAWI-8-9.ir_resize.png,551,128,613,191,Typhoon (TY)
2015227N.NANGKA.2015.07.14.0000.HIMARAWI-8-9.ir_resize.png,549,122,612,184,Typhoon (TY)
2015237N.NANGKA.2015.07.14.0600.HIMARAWI-8-9.ir_resize.png,551,109,613,172,Typhoon (TY)
2015244N.NANGKA.2015.07.14.1200.HIMARAWI-8-9.ir_resize.png,551,101,613,163,Typhoon (TY)
2015255N.NANGKA.2015.07.14.1800.HIMARAWI-8-9.ir_resize.png,549,87,612,149,Typhoon (TY)
2015265N.NANGKA.2015.07.15.0000.HIMARAWI-8-9.ir_resize.png,547,74,609,137,Typhoon (TY)
2015276N.NANGKA.2015.07.15.0600.HIMARAWI-8-9.ir_resize.png,543,61,606,123,Typhoon (TY)
2015290N.NANGKA.2015.07.15.1200.HIMARAWI-8-9.ir_resize.png,538,43,601,106,Typhoon (TY)
2015300N.NANGKA.2015.07.15.1800.HIMARAWI-8-9.ir_resize.png,534,31,597,93,Typhoon (TY)
2015310N.NANGKA.2015.07.16.0000.HIMARAWI-8-9.ir_resize.png,527,18,589,81,Typhoon (TY)
2015320N.NANGKA.2015.07.16.0600.HIMARAWI-8-9.ir_resize.png,526,6,588,68,Typhoon (TY)
2015242N.HALOLA.2015.07.22.1800.HIMARAWI-8-9.ir_resize.png,553,103,616,166,Typhoon (TY)
2015244N.HALOLA.2015.07.23.0000.HIMARAWI-8-9.ir_resize.png,543,101,606,163,Typhoon (TY)
2015246N.HALOLA.2015.07.23.0600.HIMARAWI-8-9.ir_resize.png,532,98,594,161,Typhoon (TY)
2015245N.HALOLA.2015.07.23.1200.HIMARAWI-8-9.ir_resize.png,522,99,584,162,Typhoon (TY)
2015246N.HALOLA.2015.07.23.1800.HIMARAWI-8-9.ir_resize.png,511,98,573,161,Typhoon (TY)
2015249N.HALOLA.2015.07.24.0000.HIMARAWI-8-9.ir_resize.png,502,94,564,157,Typhoon (TY)
2015248N.HALOLA.2015.07.24.0600.HIMARAWI-8-9.ir_resize.png,491,96,553,158,Typhoon (TY)
2015250N.HALOLA.2015.07.24.1200.HIMARAWI-8-9.ir_resize.png,482,93,544,156,Typhoon (TY)
2015255N.HALOLA.2015.07.24.1800.HIMARAWI-8-9.ir_resize.png,476,87,538,149,Typhoon (TY)
2015262N.HALOLA.2015.07.25.0000.HIMARAWI-8-9.ir_resize.png,467,78,529,141,Typhoon (TY)
2015274N.HALOLA.2015.07.25.0600.HIMARAWI-8-9.ir_resize.png,463,63,526,126,Typhoon (TY)
2015283N.HALOLA.2015.07.25.1200.HIMARAWI-8-9.ir_resize.png,458,52,521,114,Severe Tropical Storm (STS)
2015294N.HALOLA.2015.07.25.1800.HIMARAWI-8-9.ir_resize.png,457,38,519,101,Severe Tropical Storm (STS)
2015310N.HALOLA.2015.07.26.0000.HIMARAWI-8-9.ir_resize.png,459,18,522,81,Severe Tropical Storm (STS)
2015324N.HALOLA.2015.07.26.0600.HIMARAWI-8-9.ir_resize.png,462,1,524,63,Tropical Storm (TS)
2015189N.SOUDELOR.2015.08.04.1200.HIMARAWI-8-9.ir_resize.png,558,169,621,232,Typhoon (TY)
